bacteria.names,n.hosts,bacteria.phbs,motility,gram,spore,oxygen,zoonotic,cell,bacteria.phbs.no.human,family,genus,vector.borne,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Mycoplasma gateae,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,23,1.36172783601759,0,0,0,1.07918124604762,0
Mycoplasma genitalium,1,0,Motile,Lack cell wall,No,Facultatively anaerobic,Zoonotic,Extracellular,0,Mycoplasmataceae,Mycoplasma,No,1211,3.08314414314305,0,0,0,3.09898963940118,1.50514997831991
Mycoplasma hyopneumoniae,1,0,Non-motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,365,2.56229286445647,0,0,0,2.94250410616808,2.3096301674259
Mycoplasma hyorhinis,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,238,2.37657695705651,0,0,0,2.54032947479087,0.477121254719662
Mycoplasma hyosynoviae,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,737,2.86746748785905,0,0,0,1.7481880270062,0.301029995663981
Mycoplasma iguanae,1,0,Non-motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,9,0.954242509439325,0,0,0,0.698970004336019,0
Mycoplasma iowae,1,0,Motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,354,2.54900326202579,0,0,0,1.80617997398389,0
Mycoplasma leachii,1,0,Non-motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,161,2.20682587603185,0,0,0,0.903089986991944,0.301029995663981
Mycoplasma meleagridis,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,146,2.16435285578444,0,0,0,2.15836249209525,0
Mycoplasma orale,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,90,1.95424250943932,0,0,0,1.96848294855394,0.301029995663981
Mycoplasma penetrans,1,0,Motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,102,2.00860017176192,0,0,0,1.9731278535997,0.301029995663981
Mycoplasma pirum,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,77,1.88649072517248,0,0,0,1.44715803134222,0.301029995663981
Mycoplasma putrefaciens,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,Extracellular,0,Mycoplasmataceae,Mycoplasma,No,40,1.60205999132796,0,0,0,1.53147891704226,0
Mycoplasma suis,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,104,2.01703333929878,0,0,0,1.83250891270624,0
Mycoplasma testudineum,1,0,Motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,8,0.903089986991944,0,0,0,1.17609125905568,0.301029995663981
Mycoplasma wenyonii,1,0,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0,Mycoplasmataceae,Mycoplasma,No,40,1.60205999132796,0,0,0,1.57978359661681,0
Myroides odoratimimus,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Flavobacteriaceae,Myroides,No,894,2.95133751879592,0,0,0,1.64345267648619,1.30102999566398
Myroides odoratus,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Flavobacteriaceae,Myroides,No,388,2.58883172559421,0,0,0,1.30102999566398,0.477121254719662
Neisseria animaloris,1,0,Non-motile,Gram-negative,No,Aerobic,Zoonotic,,0,Neisseriaceae,Neisseria,No,30,1.47712125471966,0,0,0,0.602059991327962,0
Neisseria bacilliformis,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,661,2.82020145948564,0,0,0,0.698970004336019,0.845098040014257
Neisseria cinerea,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,155,2.19033169817029,0,0,0,1.83884909073726,1.34242268082221
Neisseria flavescens,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,746,2.87273882747267,0,0,0,1.74036268949424,0.845098040014257
Neisseria gonorrhoeae,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0,Neisseriaceae,Neisseria,No,132968,5.12374713648919,0,0,0,3.98331048579412,3.81097139982221
Neisseria lactamica,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,1872,3.27230584440209,0,0,0,2.32014628611105,2.91592721169712
Neisseria meningitidis,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Neisseriaceae,Neisseria,No,191844,5.2829482210082,0,0,0,3.89348434621849,4.06554237051914
Neisseria mucosa,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,1365,3.13513265137677,0,0,0,2.06818586174616,1.27875360095283
Neisseria perflava,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,593,2.77305469336426,0,0,0,1.75587485567249,0.698970004336019
Neisseria sicca,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,1962,3.29269900304393,0,0,0,2.08278537031645,0.954242509439325
Neisseria subflava,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Neisseriaceae,Neisseria,No,253,2.40312052117582,0,0,0,1.96848294855394,1.49136169383427
Neisseria weaveri,1,0,Non-motile,Gram-negative,No,Aerobic,Zoonotic,,0,Neisseriaceae,Neisseria,No,224,2.35024801833416,0,0,0,1.23044892137827,0.602059991327962
Neisseria zoodegmatis,1,0,Non-motile,Gram-negative,No,Aerobic,Zoonotic,,0,Neisseriaceae,Neisseria,No,15,1.17609125905568,0,0,0,0.845098040014257,0.301029995663981
Nicoletella semolina,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Pasteurellaceae,Nicoletella,No,103,2.01283722470517,0,0,0,0.602059991327962,0
Nocardia abscessus,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,659,2.81888541459401,0,0,0,1.57978359661681,0
Nocardia amikacinitolerans,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,231,2.36361197989214,0,0,0,0.602059991327962,0.778151250383644
Nocardia anaemiae,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,295,2.46982201597816,0,0,0,0.301029995663981,0
Nocardia aobensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,638,2.80482067872116,0,0,0,0.778151250383644,0
Nocardia araoensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,725,2.86033800657099,0,0,0,1.04139268515823,0
Nocardia asiatica,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,1026,3.0111473607758,0,0,0,1.32221929473392,0
Nocardia beijingensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,326,2.51321760006794,0,0,0,1.57978359661681,0
Nocardia blacklockiae,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,20,1.30102999566398,0,0,0,0.602059991327962,0
Nocardia concava,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,434,2.63748972951251,0,0,0,1.07918124604762,0
Nocardia exalbida,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,358,2.55388302664387,0,0,0,1.07918124604762,0
Nocardia harenae,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,66,1.81954393554187,0,0,0,0.778151250383644,0
Nocardia higoensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,390,2.5910646070265,0,0,0,0.477121254719662,0
Nocardia ignorata,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,213,2.32837960343874,0,0,0,0.954242509439325,0
Nocardia kroppenstedtii,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,6,0.778151250383644,0,0,0,0.698970004336019,0
Nocardia kruczakiae,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,239,2.37839790094814,0,0,0,0.602059991327962,0
Nocardia mexicana,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,394,2.59549622182557,0,0,0,1,0
Nocardia mikamii,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,95,1.97772360528885,0,0,0,0.698970004336019,0
Nocardia niigatensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,262,2.41830129131975,0,0,0,0.903089986991944,0
Nocardia niwae,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,223,2.34830486304816,0,0,0,0.602059991327962,0
Nocardia paucivorans,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,307,2.48713837547719,0,0,0,1.23044892137827,0
Nocardia pneumoniae,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,357,2.55266821611219,0,0,0,0.698970004336019,0
Nocardia pseudobrasiliensis,1,0,Non-motile,Gram-positive,No,Aerobic,Zoonotic,,0,Nocardiaceae,Nocardia,No,2276,3.35717225772303,0,0,0,1.36172783601759,0
Nocardia salmonicida,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,624,2.79518458968242,0,0,0,0.954242509439325,0
Nocardia takedensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,580,2.76342799356294,0,0,0,1.07918124604762,0.698970004336019
Nocardia tenerifensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,1253,3.09795107099415,0,0,0,1.04139268515823,0
Nocardia terpenica,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,4506,3.65379118738781,0,0,0,0.903089986991944,0
Nocardia transvalensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,346,2.53907609879278,0,0,0,1.70757017609794,0
Nocardia wallacei,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,100,2,0,0,0,1.11394335230684,0
Nocardia yamanashiensis,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Nocardiaceae,Nocardia,No,178,2.25042000230889,0,0,0,0.698970004336019,0
Nocardiopsis dassonvillei,1,0,Non-motile,Gram-positive,Yes,Aerobic,Not zoonotic,,0,Nocardiopsaceae,Nocardiopsis,No,370,2.56820172406699,0,0,0,1.67209785793572,0.698970004336019
Ochrobactrum intermedium,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Brucellaceae,Ochrobactrum,No,2939,3.46819958607261,0,0,0,1.88649072517248,0.698970004336019
Odoribacter splanchnicus,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Odoribacteraceae,Odoribacter,No,26,1.41497334797082,0,0,0,0.954242509439325,0.602059991327962
Oerskovia turbata,1,0,Motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0,Cellulomonadaceae,Oerskovia,No,178,2.25042000230889,0,0,0,1.39794000867204,0
Oligella ureolytica,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Alcaligenaceae,Oligella,No,310,2.49136169383427,0,0,0,1.14612803567824,0.301029995663981
Oligella urethralis,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Alcaligenaceae,Oligella,No,1043,3.01828430842653,0,0,0,1.39794000867204,0.778151250383644
Orientia tsutsugamushi,1,0,Non-motile,Gram-negative,No,Aerobic,Zoonotic,Obligate intracellular,0,Rickettsiaceae,Orientia,Yes,6173,3.79049627696711,0,0,0,2.87040390527903,1.84509804001426
Paenibacillus alvei,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,528,2.72263392253381,0,0,0,1.73239375982297,0.845098040014257
Paenibacillus cineris,1,0,Motile,Gram-variable,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,33,1.51851393987789,0,0,0,0.778151250383644,0.602059991327962
Paenibacillus glucanolyticus,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,48,1.68124123737559,0,0,0,1,0
Paenibacillus larvae,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,1768,3.24748226067705,0,0,0,2.41664050733828,2.09342168516224
Paenibacillus macerans,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,172,2.23552844690755,0,0,0,1.84509804001426,0.301029995663981
Paenibacillus pasadenensis,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,163,2.21218760440396,0,0,0,0.954242509439325,0.477121254719662
Paenibacillus sputi,1,0,Motile,Gram-variable,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,2,0.301029995663981,0,0,0,0.477121254719662,0
Paenibacillus thiaminolyticus,1,0,Motile,Gram-positive,Yes,Facultatively anaerobic,Not zoonotic,,0,Paenibacillaceae,Paenibacillus,No,63,1.79934054945358,0,0,0,1.38021124171161,0
Pandoraea apista,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Burkholderiaceae,Pandoraea,No,127,2.10380372095596,0,0,0,1.17609125905568,0.602059991327962
Pandoraea pnomenusa,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Burkholderiaceae,Pandoraea,No,301,2.47856649559384,0,0,0,1.60205999132796,0
Pandoraea pulmonicola,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Burkholderiaceae,Pandoraea,No,13,1.11394335230684,0,0,0,1,0
Pandoraea sputorum,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Burkholderiaceae,Pandoraea,No,24,1.38021124171161,0,0,0,1.04139268515823,0
Pantoea ananatis,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Erwiniaceae,Pantoea,No,4944,3.69407846208076,0,0,0,2.24303804868629,0.778151250383644
Pantoea calida,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Erwiniaceae,Pantoea,No,68,1.83250891270624,0,0,0,1,0
Parabacteroides distasonis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Parabacteroides,No,6970,3.84323277809801,0,0,0,1.83250891270624,1.41497334797082
Parabacteroides goldsteinii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Parabacteroides,No,777,2.89042101880091,0,0,0,1.20411998265592,1.07918124604762
Parabacteroides merdae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Parabacteroides,No,500,2.69897000433602,0,0,0,1.32221929473392,1.07918124604762
Paraclostridium bifermentans,1,0,Motile,Gram-positive,Yes,Anaerobic,Not zoonotic,Extracellular,0,Peptostreptococcaceae,Paraclostridium,No,673,2.82801506422398,0,0,0,0.903089986991944,1.04139268515823
Paracoccus yeei,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Rhodobacteraceae,Paracoccus,No,198,2.29666519026153,0,0,0,1.20411998265592,0.778151250383644
Paraeggerthella hongkongensis,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Eggerthellaceae,Paraeggerthella ,No,7,0.845098040014257,0,0,0,0.845098040014257,0
Parvimonas micra,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Parvimonas,No,449,2.65224634100332,0,0,0,2.37839790094814,0.778151250383644
Pasteurella bettyae,1,0,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Pasteurellaceae,Pasteurella,No,117,2.06818586174616,0,0,0,0.698970004336019,0.602059991327962
Pasteurella skyensis,1,0,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Pasteurellaceae,Pasteurella,No,69,1.83884909073726,0,0,0,0.477121254719662,0.301029995663981
Pelistega europaea,1,0,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Alcaligenaceae,Pelistega,No,7,0.845098040014257,0,0,0,0.845098040014257,0
Peptoniphilus asaccharolyticus,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,30,1.47712125471966,0,0,0,1.34242268082221,0.954242509439325
Peptoniphilus coxii,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,113,2.05307844348342,0,0,0,0.477121254719662,0.301029995663981
Peptoniphilus duerdenii,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,104,2.01703333929878,0,0,0,0.301029995663981,0.301029995663981
Peptoniphilus gorbachii,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,4,0.602059991327962,0,0,0,0.301029995663981,0
Peptoniphilus harei,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,172,2.23552844690755,0,0,0,1.34242268082221,0.602059991327962
Peptoniphilus koenoeneniae,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,2,0.301029995663981,0,0,0,0.301029995663981,0
Peptoniphilus olsenii,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,3,0.477121254719662,0,0,0,0.301029995663981,0
Peptoniphilus tyrrelliae,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Peptoniphilaceae,Peptoniphilus,No,2,0.301029995663981,0,0,0,0.301029995663981,0
Photorhabdus asymbiotica,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,Facultative intracellular,0,Morganellaceae,Photorhabdus,No,110,2.04139268515822,0,0,0,1.76342799356294,0.778151250383644
Pluralibacter gergoviae,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Enterobacteriaceae,Pluralibacter,No,3496,3.54357142396237,0,0,0,0.477121254719662,0.778151250383644
Porphyromonas asaccharolytica,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,160,2.20411998265592,0,0,0,1.83250891270624,0.698970004336019
Porphyromonas bennonis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,423,2.62634036737504,0,0,0,0.301029995663981,0.477121254719662
Porphyromonas canoris,1,0,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,164,2.2148438480477,0,0,0,0.845098040014257,0
Porphyromonas catoniae ,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,153,2.1846914308176,0,0,0,1.04139268515823,0.301029995663981
Porphyromonas endodontalis,1,0,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,176,2.24551266781415,0,0,0,2.33445375115093,0.301029995663981
Porphyromonas somerae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,487,2.68752896121463,0,0,0,0.698970004336019,0.477121254719662
Porphyromonas uenonis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Porphyromonadaceae,Porphyromonas,No,825,2.91645394854993,0,0,0,0.602059991327962,0.602059991327962
Prevotella bergensis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,188,2.27415784926368,0,0,0,0.477121254719662,0.301029995663981
Prevotella buccae,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,2567,3.40942586867144,0,0,0,1.6232492903979,0.778151250383644
Prevotella buccalis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,661,2.82020145948564,0,0,0,1.11394335230684,0.698970004336019
Prevotella corporis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,1167,3.06707085604537,0,0,0,1.04139268515823,0.602059991327962
Prevotella dentalis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,195,2.29003461136252,0,0,0,0.954242509439325,0.845098040014257
Prevotella denticola,1,0,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Prevotellaceae,Prevotella,No,4107,3.61352470285365,0,0,0,1.74036268949424,0.845098040014257
Prevotella disiens,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,2078,3.31764554322116,0,0,0,1.23044892137827,0.602059991327962
Prevotella enoeca,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,245,2.38916608436453,0,0,0,0.477121254719662,0.301029995663981
Prevotella intermedia,1,0,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Prevotellaceae,Prevotella,No,901,2.95472479097906,0,0,0,3.22297644989339,0.477121254719662
Prevotella loescheii,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,476,2.67760695272049,0,0,0,1.74036268949424,0.477121254719662
Prevotella melaninogenica,1,0,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Prevotellaceae,Prevotella,No,1574,3.19700472802305,0,0,0,2.34439227368511,0.954242509439325
Prevotella multiformis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,142,2.15228834438306,0,0,0,0.602059991327962,0.301029995663981
Prevotella multisaccharivorax,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,54,1.73239375982297,0,0,0,0.903089986991944,0.477121254719662
Prevotella nigrescens,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,718,2.8561244442423,0,0,0,2.57634135020579,0.845098040014257
Prevotella oralis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,182,2.26007138798507,0,0,0,1.74036268949424,0.845098040014257
Prevotella oris,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,891,2.94987770403687,0,0,0,1.57978359661681,0.903089986991944
Prevotella oulorum,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,426,2.62940959910272,0,0,0,0.778151250383644,0.845098040014257
Prevotella timonensis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,1489,3.17289469775218,0,0,0,0.845098040014257,0.698970004336019
Prevotella veroralis,1,0,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0,Prevotellaceae,Prevotella,No,399,2.60097289568675,0,0,0,1.11394335230684,0.602059991327962
Propionibacterium acidifaciens,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Propionibacteriaceae,Propionibacterium,No,1015,3.00646604224923,0,0,0,1,0.698970004336019
Propionibacterium australiense,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Propionibacteriaceae,Propionibacterium,No,5,0.698970004336019,0,0,0,0.602059991327962,0
Propionibacterium avidum,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Propionibacteriaceae,Propionibacterium,No,1170,3.06818586174616,0,0,0,1.85125834871908,0.477121254719662
Propionibacterium granulosum ,1,0,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0,Propionibacteriaceae,Propionibacterium,No,1145,3.05880548667591,0,0,0,1.99563519459755,0.301029995663981
Proteus penneri,1,0,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0,Morganellaceae,Proteus,No,317,2.50105926221775,0,0,0,2.08635983067475,0.845098040014257
Pseudoclavibacter bifida,1,0,Non-motile,Gram-positive,No,Aerobic,Not zoonotic,,0,Microbacteriaceae,Pseudoclavibacter,No,91,1.95904139232109,0,0,0,0.301029995663981,0
Pseudomonas alcaligenes,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Pseudomonadaceae,Pseudomonas,No,1205,3.08098704691089,0,0,0,2.18184358794477,0.301029995663981
Pseudomonas baetica,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Pseudomonadaceae,Pseudomonas,No,92,1.96378782734556,0,0,0,0.698970004336019,0.698970004336019
Pseudomonas fulva,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0,Pseudomonadaceae,Pseudomonas,No,741,2.86981820797933,0,0,0,1.44715803134222,0.903089986991944
Pseudomonas luteola,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Pseudomonadaceae,Pseudomonas,No,522,2.71767050300226,0,0,0,1.7481880270062,0.602059991327962
Pseudomonas mendocina,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Pseudomonadaceae,Pseudomonas,No,1559,3.19284611518884,0,0,0,2.32428245529769,0.698970004336019
Pseudomonas mosselii,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Pseudomonadaceae,Pseudomonas,No,590,2.77085201164214,0,0,0,1.44715803134222,0.301029995663981
Pseudomonas oryzihabitans,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Pseudomonadaceae,Pseudomonas,No,509,2.70671778233676,0,0,0,1.72427586960079,0.301029995663981
Pseudomonas otitidis,1,0,Motile,Gram-negative,No,Aerobic,Not zoonotic,Extracellular,0,Pseudomonadaceae,Pseudomonas,No,274,2.43775056282039,0,0,0,1.25527250510331,0.301029995663981
